"","Datum","Klant","Technische.tekening","Aantal","Materiaal","Levertermijn","Productiedatum","Complexiteit","Snijlijn","Kosten"
"638",2016-03-31,"Dutch Robot Builders",TRUE,88,"Staal 7mm",5,2016-04-02,2,8,880
"639",2016-03-31,"BASKO",TRUE,159,"RVS 10mm",5,2016-04-02,3,10,2067
"640",2016-03-31,"Kimble Building Site Logistics",TRUE,169,"Staal 7mm",5,2016-04-02,4,5,1521
"641",2016-03-07,"King Truck Parts",TRUE,46,"RVS 7mm",30,2016-04-03,7,8,690
"642",2016-04-01,"SODIA",TRUE,95,"RVS 7mm",5,2016-04-03,8,7,1425
"643",2016-04-01,"Metaal Combinatie Kanfort",TRUE,89,"RVS 10mm",5,2016-04-03,3,3,534
"644",2016-04-01,"Pyro Mechanics",TRUE,55,"RVS 10mm",5,2016-04-03,4,2,330
"645",2016-04-01,"Kling Steel",TRUE,88,"RVS 10mm",5,2016-04-03,2,1,264
"646",2016-04-01,"Office Builders",TRUE,144,"RVS 10mm",5,2016-04-03,1,9,1440
"647",2016-04-01,"Secure Fencing",TRUE,148,"RVS 10mm",5,2016-04-03,1,3,592
"648",2016-04-01,"Mink Industrial Metal Ware",TRUE,51,"RVS 10mm",5,2016-04-03,10,10,1020
"649",2016-03-28,"Larson Automotive Engineering",TRUE,183,"RVS 10mm",10,2016-04-04,4,7,2013
"650",2016-03-28,"Hattink Spare Parts",TRUE,45,"RVS 10mm",10,2016-04-04,5,5,450
"651",2016-04-02,"Krom BV",TRUE,143,"RVS 10mm",5,2016-04-04,8,8,2288
"652",2016-04-02,"Karel Nieuwdam",TRUE,80,"RVS 10mm",5,2016-04-04,9,2,880
"653",2016-04-02,"Rico Metaal",TRUE,66,"RVS 10mm",5,2016-04-04,9,7,1056
"654",2016-04-02,"Metaal Combinatie Kanfort",TRUE,97,"Staal 7mm",5,2016-04-04,2,4,582
"655",2016-04-02,"Larson Automotive Engineering",TRUE,32,"Staal 7mm",5,2016-04-04,9,10,608
"656",2016-04-02,"Office Builders",TRUE,125,"RVS 10mm",5,2016-04-04,6,4,1250
"657",2016-04-02,"Special Scaffoldings",TRUE,42,"Staal 7mm",5,2016-04-04,8,1,378
"658",2016-04-02,"Dutch Robot Builders",TRUE,94,"Staal 7mm",5,2016-04-04,1,7,752
"659",2016-03-29,"DTMetal",TRUE,111,"RVS 10mm",10,2016-04-05,8,10,1998
"660",2016-04-03,"CamCad",TRUE,91,"RVS 7mm",5,2016-04-05,9,4,1183
"661",2016-04-03,"Pyro Mechanics",TRUE,63,"RVS 10mm",5,2016-04-05,10,8,1134
"662",2016-04-03,"DTMetal",TRUE,65,"RVS 10mm",5,2016-04-05,9,6,975
"663",2016-04-03,"Bis BV",TRUE,111,"RVS 10mm",5,2016-04-05,8,4,1332
"664",2016-04-03,"Railtron",TRUE,37,"RVS 10mm",5,2016-04-05,9,8,629
"665",2016-04-03,"Wimmers Bouwketen",TRUE,169,"RVS 10mm",5,2016-04-05,8,9,2873
"666",2016-04-03,"Kuster Roasting Machines",TRUE,19,"Staal 7mm",5,2016-04-05,5,8,247
"667",2016-04-03,"Mink Industrial Metal Ware",TRUE,79,"Staal 7mm",5,2016-04-05,3,5,632
"668",2016-04-03,"FTME",TRUE,102,"RVS 10mm",5,2016-04-05,1,5,612
"669",2016-03-30,"Borderwijk Industrial Processing",TRUE,40,"RVS 10mm",10,2016-04-06,10,9,760
"670",2016-03-30,"Mink Industrial Metal Ware",TRUE,241,"RVS 10mm",10,2016-04-06,3,3,1446
"671",2016-04-04,"KSW",TRUE,34,"RVS 10mm",5,2016-04-06,2,8,340
"672",2016-04-04,"Krom BV",TRUE,76,"Staal 7mm",5,2016-04-06,7,1,608
"673",2016-04-04,"SODIA",TRUE,94,"RVS 10mm",5,2016-04-06,10,1,1034
"674",2016-04-04,"Kulong Machinery",TRUE,88,"RVS 10mm",5,2016-04-06,7,6,1144
"675",2016-04-04,"Dai Compressors",TRUE,35,"RVS 10mm",5,2016-04-06,5,1,210
"676",2016-04-04,"Larson Automotive Engineering",TRUE,40,"RVS 10mm",5,2016-04-06,8,10,720
"677",2016-04-04,"Pol Opleggers",TRUE,52,"RVS 10mm",5,2016-04-06,9,2,572
"678",2016-04-04,"Bart Speed and Safety",TRUE,139,"RVS 10mm",5,2016-04-06,10,4,1946
"679",2016-04-04,"Uniebouw Isolatietechnologie",TRUE,125,"RVS 10mm",5,2016-04-06,4,8,1500
"680",2016-04-04,"Dutch Robot Builders",TRUE,26,"RVS 10mm",5,2016-04-06,2,7,234
"681",2016-04-04,"Mink Industrial Metal Ware",TRUE,100,"RVS 7mm",5,2016-04-06,2,9,1100
"682",2016-03-31,"DTMetal",TRUE,44,"RVS 7mm",10,2016-04-07,10,4,616
"683",2016-04-05,"Proto Steel",TRUE,42,"RVS 10mm",5,2016-04-07,5,9,588
"684",2016-04-05,"Larson Automotive Engineering",TRUE,141,"Staal 7mm",5,2016-04-07,1,8,1269
"685",2016-04-05,"DTMetal",TRUE,82,"RVS 10mm",5,2016-04-07,6,7,1066
"686",2016-04-05,"Bart Speed and Safety",TRUE,172,"Staal 7mm",5,2016-04-07,3,1,688
"687",2016-04-05,"Uniebouw Isolatietechnologie",TRUE,119,"RVS 10mm",5,2016-04-07,10,5,1785
"688",2016-04-05,"Wimmers Bouwketen",TRUE,19,"RVS 10mm",5,2016-04-07,2,1,57
"689",2016-04-05,"Largo Steel Constructions",TRUE,66,"RVS 10mm",5,2016-04-07,8,4,792
"690",2016-04-05,"Mink Industrial Metal Ware",TRUE,52,"RVS 10mm",5,2016-04-07,7,10,884
"691",2016-04-05,"Kuster Roasting Machines",TRUE,137,"RVS 10mm",5,2016-04-07,6,8,1918
"692",2016-04-06,"KSW",TRUE,114,"RVS 10mm",5,2016-04-08,4,8,1368
"693",2016-04-06,"Karel Nieuwdam",TRUE,118,"RVS 7mm",5,2016-04-08,6,10,1888
"694",2016-04-06,"Kopa Products",TRUE,56,"RVS 10mm",5,2016-04-08,4,6,560
"695",2016-04-06,"Maja Metal Art",TRUE,8,"RVS 10mm",5,2016-04-08,9,1,80
"696",2016-04-06,"Aga Scheepsbouw",TRUE,106,"RVS 10mm",5,2016-04-08,1,8,954
"697",2016-04-02,"Borderwijk Industrial Processing",TRUE,61,"RVS 10mm",10,2016-04-09,2,7,549
"698",2016-04-02,"Laardam Kasbouw",TRUE,160,"RVS 10mm",10,2016-04-09,4,1,800
"699",2016-04-07,"Staalwerk Leuth",TRUE,204,"RVS 10mm",5,2016-04-09,8,7,3060
"700",2016-04-07,"Krom BV",TRUE,51,"RVS 10mm",5,2016-04-09,9,2,561
"701",2016-04-07,"FTME",TRUE,82,"RVS 7mm",5,2016-04-09,10,6,1312
"702",2016-04-07,"CamCad",TRUE,49,"RVS 10mm",5,2016-04-09,5,4,441
"703",2016-04-07,"Metaalbouw Veluwe",TRUE,19,"RVS 7mm",5,2016-04-09,5,4,171
"704",2016-03-14,"Metaal Combinatie Kanfort",TRUE,119,"RVS 7mm",30,2016-04-10,3,1,476
"705",2016-04-03,"Proto Steel",TRUE,190,"RVS 10mm",10,2016-04-10,10,5,2850
"706",2016-04-03,"Kulong Machinery",TRUE,135,"RVS 7mm",10,2016-04-10,1,2,405
"707",2016-04-03,"Borculo Maritieme Techniek",TRUE,119,"RVS 10mm",10,2016-04-10,5,10,1785
"708",2016-04-03,"Kuster Roasting Machines",TRUE,37,"RVS 10mm",10,2016-04-10,10,1,407
"709",2016-04-08,"Staalwerk Leuth",TRUE,32,"Staal 7mm",5,2016-04-10,7,8,480
"710",2016-04-08,"SODIA",TRUE,179,"Staal 7mm",5,2016-04-10,2,8,1790
"711",2016-04-08,"Kopa Products",TRUE,117,"RVS 10mm",5,2016-04-10,8,2,1170
"712",2016-04-08,"Bis BV",TRUE,46,"RVS 10mm",5,2016-04-10,9,4,598
"713",2016-04-08,"Laardam Kasbouw",TRUE,114,"RVS 10mm",5,2016-04-10,9,10,2166
"714",2016-04-08,"Dutch Robot Builders",TRUE,112,"RVS 10mm",5,2016-04-10,6,5,1232
"715",2016-04-08,"Hattink Spare Parts",TRUE,155,"Staal 7mm",5,2016-04-10,2,7,1395
"716",2016-04-04,"Karel Nieuwdam",TRUE,154,"RVS 10mm",10,2016-04-11,7,2,1386
"717",2016-04-04,"Borderwijk Industrial Processing",TRUE,202,"Staal 7mm",10,2016-04-11,5,10,3030
"718",2016-04-04,"Borculo Maritieme Techniek",TRUE,39,"RVS 7mm",10,2016-04-11,8,6,546
"719",2016-04-09,"KSW",TRUE,131,"RVS 10mm",5,2016-04-11,2,5,917
"720",2016-04-09,"Krom BV",TRUE,122,"RVS 7mm",5,2016-04-11,6,1,854
"721",2016-04-09,"Proto Steel",TRUE,176,"RVS 10mm",5,2016-04-11,5,6,1936
"722",2016-04-09,"Janssen Fencing",TRUE,78,"Staal 7mm",5,2016-04-11,10,7,1326
"723",2016-04-09,"Kopa Products",TRUE,174,"RVS 10mm",5,2016-04-11,1,8,1566
"724",2016-04-09,"Borderwijk Robotics",TRUE,34,"RVS 10mm",5,2016-04-11,3,2,170
"725",2016-04-09,"Dutch Robot Builders",TRUE,125,"RVS 10mm",5,2016-04-11,8,1,1125
"726",2016-04-09,"Secure Fencing",TRUE,170,"RVS 7mm",5,2016-04-11,5,1,1020
"727",2016-04-05,"Kopa Products",TRUE,120,"RVS 10mm",10,2016-04-12,3,3,720
"728",2016-04-10,"KSW",TRUE,118,"RVS 7mm",5,2016-04-12,1,10,1298
"729",2016-04-10,"SODIA",TRUE,119,"RVS 10mm",5,2016-04-12,5,10,1785
"730",2016-04-10,"Borderwijk Industrial Processing",TRUE,80,"RVS 7mm",5,2016-04-12,3,9,960
"731",2016-04-10,"Dutch Robot Builders",TRUE,112,"RVS 10mm",5,2016-04-12,8,9,1904
"732",2016-04-10,"Kimble Building Site Logistics",TRUE,169,"Staal 7mm",5,2016-04-12,7,7,2366
"733",2016-04-10,"Secure Fencing",TRUE,24,"Staal 7mm",5,2016-04-12,4,8,288
"734",2016-04-06,"Kulong Machinery",TRUE,99,"RVS 10mm",10,2016-04-13,7,2,891
"735",2016-04-06,"Complete Technologies",TRUE,94,"RVS 7mm",10,2016-04-13,2,9,1034
"736",2016-04-11,"Pol Opleggers",TRUE,54,"RVS 10mm",5,2016-04-13,7,8,810
"737",2016-04-11,"Bart Speed and Safety",TRUE,140,"RVS 10mm",5,2016-04-13,9,9,2520
"738",2016-04-11,"Borderwijk Robotics",TRUE,129,"RVS 10mm",5,2016-04-13,7,8,1935
"739",2016-04-11,"Breda Containerbouw",TRUE,104,"Staal 7mm",5,2016-04-13,2,6,832
"740",2016-04-11,"BASKO",TRUE,67,"Staal 7mm",5,2016-04-13,5,8,871
"741",2016-04-07,"KSW",TRUE,173,"RVS 10mm",10,2016-04-14,8,9,2941
"742",2016-04-07,"Karel Nieuwdam",TRUE,19,"RVS 7mm",10,2016-04-14,7,9,304
"743",2016-04-07,"Kulong Machinery",TRUE,63,"Staal 7mm",10,2016-04-14,5,10,945
"744",2016-04-07,"Hattink Spare Parts",TRUE,30,"Staal 7mm",10,2016-04-14,2,1,90
"745",2016-04-12,"Kimble Building Site Logistics",TRUE,59,"RVS 10mm",5,2016-04-14,8,8,944
"746",2016-04-12,"Largo Steel Constructions",TRUE,25,"RVS 10mm",5,2016-04-14,2,3,125
"747",2016-04-12,"Pyro Mechanics",TRUE,69,"RVS 10mm",5,2016-04-14,3,7,690
"748",2016-04-08,"Borculo Maritieme Techniek",TRUE,114,"RVS 10mm",10,2016-04-15,10,5,1710
"749",2016-04-13,"Karel Nieuwdam",TRUE,114,"RVS 10mm",5,2016-04-15,8,3,1254
"750",2016-04-13,"Dai Compressors",TRUE,61,"Staal 7mm",5,2016-04-15,4,4,488
"751",2016-04-13,"Larson Automotive Engineering",TRUE,60,"RVS 10mm",5,2016-04-15,8,4,720
"752",2016-04-13,"DTMetal",TRUE,80,"Staal 7mm",5,2016-04-15,6,3,720
"753",2016-04-13,"Borderwijk Robotics",TRUE,115,"Staal 7mm",5,2016-04-15,9,8,1955
"754",2016-04-13,"Borderwijk Industrial Processing",TRUE,156,"Staal 7mm",5,2016-04-15,2,10,1872
"755",2016-04-13,"Mink Industrial Metal Ware",TRUE,43,"RVS 10mm",5,2016-04-15,2,6,344
"756",2016-04-13,"Mink Industrial Metal Ware",TRUE,172,"Staal 7mm",5,2016-04-15,4,9,2236
"757",2016-04-09,"CamCad",TRUE,124,"RVS 10mm",10,2016-04-16,5,7,1488
"758",2016-04-09,"Larson Automotive Engineering",TRUE,147,"RVS 10mm",10,2016-04-16,6,10,2352
"759",2016-04-09,"King Truck Parts",TRUE,168,"RVS 7mm",10,2016-04-16,4,2,1008
"760",2016-04-14,"Karel Nieuwdam",TRUE,123,"Staal 7mm",5,2016-04-16,3,7,1230
"761",2016-04-14,"Bart Speed and Safety",TRUE,29,"RVS 10mm",5,2016-04-16,5,9,406
"762",2016-04-14,"BASKO",TRUE,178,"RVS 10mm",5,2016-04-16,1,5,1068
"763",2016-04-14,"Kuster Roasting Machines",TRUE,62,"RVS 10mm",5,2016-04-16,4,5,558
"764",2016-03-21,"Railtron",TRUE,121,"RVS 7mm",30,2016-04-17,7,10,2057
"765",2016-04-10,"Karel Nieuwdam",TRUE,100,"RVS 10mm",10,2016-04-17,4,3,700
"766",2016-04-10,"King Truck Parts",TRUE,68,"RVS 7mm",10,2016-04-17,7,4,748
"767",2016-03-22,"Special Scaffoldings",TRUE,125,"RVS 10mm",30,2016-04-18,7,3,1250
"768",2016-04-11,"Borderwijk Industrial Processing",TRUE,116,"RVS 10mm",10,2016-04-18,1,9,1160
"769",2016-04-16,"Staalwerk Leuth",TRUE,123,"RVS 10mm",5,2016-04-18,8,9,2091
"770",2016-04-16,"Sandon Foodprocessing",TRUE,111,"RVS 7mm",5,2016-04-18,4,4,888
"771",2016-04-16,"BASKO",TRUE,52,"RVS 10mm",5,2016-04-18,6,3,468
"772",2016-04-16,"Largo Steel Constructions",TRUE,28,"RVS 10mm",5,2016-04-18,5,8,364
"773",2016-04-16,"Proto Steel",TRUE,129,"RVS 10mm",5,2016-04-18,9,10,2451
"774",2016-04-16,"Borderwijk Industrial Processing",TRUE,148,"RVS 10mm",5,2016-04-18,3,7,1480
"775",2016-03-23,"BASKO",TRUE,39,"Staal 7mm",30,2016-04-19,6,1,273
"776",2016-04-12,"Dai Compressors",TRUE,79,"RVS 10mm",10,2016-04-19,9,6,1185
"777",2016-04-12,"Mink Industrial Metal Ware",TRUE,100,"RVS 10mm",10,2016-04-19,8,3,1100
"778",2016-04-17,"KSW",TRUE,157,"RVS 10mm",5,2016-04-19,7,5,1884
"779",2016-04-17,"Andersen Koeltechnologie",TRUE,106,"Staal 7mm",5,2016-04-19,7,9,1696
"780",2016-04-17,"Breda Containerbouw",TRUE,59,"RVS 7mm",5,2016-04-19,3,1,236
"781",2016-04-17,"Mink Industrial Metal Ware",TRUE,95,"RVS 10mm",5,2016-04-19,4,10,1330
"782",2016-04-17,"Waalwijk Machinebouw",TRUE,80,"RVS 7mm",5,2016-04-19,5,3,640
"783",2016-04-17,"Secure Fencing",TRUE,151,"RVS 7mm",5,2016-04-19,8,3,1661
"784",2016-04-18,"Janssen Fencing",TRUE,150,"RVS 10mm",5,2016-04-20,9,10,2850
"785",2016-04-18,"Larson Automotive Engineering",TRUE,126,"Staal 7mm",5,2016-04-20,2,2,504
"786",2016-04-18,"Bis BV",TRUE,90,"Staal 7mm",5,2016-04-20,7,7,1260
"787",2016-04-18,"Bart Speed and Safety",TRUE,81,"RVS 10mm",5,2016-04-20,1,5,486
"788",2016-04-18,"Waalwijk Machinebouw",TRUE,55,"Staal 7mm",5,2016-04-20,3,4,385
"789",2016-04-18,"Metaalbouw Veluwe",TRUE,193,"RVS 7mm",5,2016-04-20,1,9,1930
"790",2016-04-18,"Wimmers Bouwketen",TRUE,61,"RVS 10mm",5,2016-04-20,7,5,732
"791",2016-04-18,"BASKO",TRUE,128,"Staal 7mm",5,2016-04-20,5,10,1920
"792",2016-04-18,"Largo Steel Constructions",TRUE,144,"RVS 10mm",5,2016-04-20,1,7,1152
"793",2016-04-18,"Larson Automotive Engineering",TRUE,64,"RVS 7mm",5,2016-04-20,8,1,576
"794",2016-04-14,"Staalwerk Leuth",TRUE,125,"RVS 7mm",10,2016-04-21,5,5,1250
"795",2016-04-14,"Kulong Machinery",TRUE,150,"RVS 10mm",10,2016-04-21,10,7,2550
"796",2016-04-19,"Rico Metaal",TRUE,82,"Staal 7mm",5,2016-04-21,1,10,902
"797",2016-04-19,"Pyro Mechanics",TRUE,161,"RVS 10mm",5,2016-04-21,7,10,2737
"798",2016-04-19,"Dai Compressors",TRUE,199,"RVS 10mm",5,2016-04-21,10,3,2587
"799",2016-04-19,"Kopa Products",TRUE,76,"Staal 7mm",5,2016-04-21,10,6,1216
"800",2016-04-19,"DTMetal",TRUE,151,"Staal 7mm",5,2016-04-21,10,10,3020
"801",2016-04-19,"Hattink Spare Parts",TRUE,140,"RVS 10mm",5,2016-04-21,2,7,1260
"802",2016-04-19,"Maja Metal Art",TRUE,66,"RVS 7mm",5,2016-04-21,2,5,462
"803",2016-04-19,"Bart Speed and Safety",TRUE,108,"RVS 7mm",5,2016-04-21,3,9,1296
"804",2016-04-19,"Laardam Kasbouw",TRUE,120,"RVS 10mm",5,2016-04-21,4,2,720
"805",2016-04-19,"Aga Scheepsbouw",TRUE,174,"RVS 10mm",5,2016-04-21,6,6,2088
"806",2016-04-19,"Kuster Roasting Machines",TRUE,107,"Staal 7mm",5,2016-04-21,10,8,1926
"807",2016-04-19,"Kimble Building Site Logistics",TRUE,184,"RVS 7mm",5,2016-04-21,6,5,2024
"808",2016-04-15,"Kopa Products",TRUE,46,"RVS 7mm",10,2016-04-22,1,6,322
"809",2016-04-20,"Waalwijk Machinebouw",TRUE,121,"RVS 10mm",5,2016-04-22,9,9,2178
"810",2016-04-16,"Kulong Machinery",TRUE,106,"RVS 7mm",10,2016-04-23,10,6,1696
"811",2016-04-16,"Borculo Maritieme Techniek",TRUE,69,"RVS 10mm",10,2016-04-23,5,6,759
"812",2016-04-16,"Complete Technologies",TRUE,94,"RVS 10mm",10,2016-04-23,8,2,940
"813",2016-04-16,"FTME",TRUE,177,"RVS 10mm",10,2016-04-23,8,5,2301
"814",2016-04-21,"Karel Nieuwdam",TRUE,83,"RVS 10mm",5,2016-04-23,1,3,332
"815",2016-04-21,"Metaal Combinatie Kanfort",TRUE,105,"RVS 10mm",5,2016-04-23,3,7,1050
"816",2016-04-21,"Larson Automotive Engineering",TRUE,227,"Staal 7mm",5,2016-04-23,4,5,2043
"817",2016-04-21,"Pol Opleggers",TRUE,149,"RVS 10mm",5,2016-04-23,3,5,1192
"818",2016-04-21,"Borderwijk Robotics",TRUE,136,"Staal 7mm",5,2016-04-23,8,4,1632
"819",2016-04-21,"Mink Industrial Metal Ware",TRUE,89,"RVS 10mm",5,2016-04-23,4,5,801
"820",2016-04-21,"Borculo Maritieme Techniek",TRUE,20,"Staal 7mm",5,2016-04-23,5,3,160
"821",2016-04-22,"Hattink Spare Parts",TRUE,115,"RVS 10mm",5,2016-04-24,9,6,1725
"822",2016-04-22,"Sandon Foodprocessing",TRUE,108,"RVS 10mm",5,2016-04-24,3,1,432
"823",2016-04-22,"Borculo Maritieme Techniek",TRUE,52,"Staal 7mm",5,2016-04-24,4,2,312
"824",2016-04-22,"BASKO",TRUE,135,"RVS 7mm",5,2016-04-24,1,7,1080
"825",2016-04-22,"Kimble Building Site Logistics",TRUE,147,"Staal 7mm",5,2016-04-24,5,2,1029
"826",2016-04-22,"Kulong Machinery",TRUE,141,"RVS 10mm",5,2016-04-24,6,10,2256
"827",2016-03-29,"Kuster Roasting Machines",TRUE,108,"Staal 7mm",30,2016-04-25,8,8,1728
"828",2016-04-18,"Staalwerk Leuth",TRUE,57,"RVS 10mm",10,2016-04-25,10,9,1083
"829",2016-04-18,"FTME",TRUE,58,"RVS 7mm",10,2016-04-25,2,6,464
"830",2016-04-23,"Staalwerk Leuth",TRUE,107,"Staal 7mm",5,2016-04-25,1,8,963
"831",2016-04-23,"Janssen Fencing",TRUE,137,"RVS 10mm",5,2016-04-25,3,2,685
"832",2016-04-23,"Hattink Spare Parts",TRUE,210,"RVS 7mm",5,2016-04-25,10,6,3360
"833",2016-04-23,"Kimble Building Site Logistics",TRUE,195,"RVS 10mm",5,2016-04-25,1,3,780
"834",2016-04-19,"Karel Nieuwdam",TRUE,57,"RVS 7mm",10,2016-04-26,4,7,627
"835",2016-04-19,"Bis BV",TRUE,76,"RVS 7mm",10,2016-04-26,7,9,1216
"836",2016-04-19,"Waalwijk Machinebouw",TRUE,107,"RVS 7mm",10,2016-04-26,3,6,963
"837",2016-04-19,"Andersen Koeltechnologie",TRUE,49,"RVS 10mm",10,2016-04-26,10,1,539
"838",2016-04-19,"Wimmers Bouwketen",TRUE,163,"Staal 7mm",10,2016-04-26,5,9,2282
"839",2016-04-19,"BASKO",TRUE,89,"RVS 7mm",10,2016-04-26,4,7,979
"840",2016-04-19,"Dai Compressors",TRUE,84,"RVS 10mm",10,2016-04-26,7,5,1008
"841",2016-04-24,"Aga Scheepsbouw",TRUE,107,"RVS 7mm",5,2016-04-26,3,7,1070
"842",2016-04-24,"Kuster Roasting Machines",TRUE,40,"RVS 10mm",5,2016-04-26,3,1,160
"843",2016-04-25,"KSW",TRUE,102,"RVS 10mm",5,2016-04-27,10,3,1326
"844",2016-04-25,"Kopa Products",TRUE,206,"RVS 7mm",5,2016-04-27,10,8,3708
"845",2016-04-25,"Larson Automotive Engineering",TRUE,100,"Staal 7mm",5,2016-04-27,5,8,1300
"846",2016-04-25,"Railtron",TRUE,166,"RVS 10mm",5,2016-04-27,1,4,830
"847",2016-04-25,"Aga Scheepsbouw",TRUE,134,"Staal 7mm",5,2016-04-27,9,7,2144
"848",2016-04-25,"Dutch Robot Builders",TRUE,144,"RVS 10mm",5,2016-04-27,9,1,1440
"849",2016-04-25,"Kimble Building Site Logistics",TRUE,130,"RVS 10mm",5,2016-04-27,3,9,1560
"850",2016-04-25,"Mink Industrial Metal Ware",TRUE,151,"RVS 10mm",5,2016-04-27,7,9,2416
"851",2016-04-26,"CamCad",TRUE,91,"RVS 10mm",5,2016-04-28,9,5,1274
"852",2016-04-26,"Pyro Mechanics",TRUE,91,"RVS 10mm",5,2016-04-28,2,6,728
"853",2016-04-26,"Dai Compressors",TRUE,58,"RVS 10mm",5,2016-04-28,1,8,522
"854",2016-04-26,"Maja Metal Art",TRUE,184,"RVS 7mm",5,2016-04-28,6,2,1472
"855",2016-04-26,"Waalwijk Machinebouw",TRUE,60,"Staal 7mm",5,2016-04-28,8,10,1080
"856",2016-04-26,"Dutch Robot Builders",TRUE,140,"RVS 7mm",5,2016-04-28,6,4,1400
"857",2016-04-26,"Complete Technologies",TRUE,44,"RVS 7mm",5,2016-04-28,2,6,352
"858",2016-04-26,"Largo Steel Constructions",TRUE,109,"Staal 7mm",5,2016-04-28,7,10,1853
"859",2016-04-22,"FTME",TRUE,119,"Staal 7mm",10,2016-04-29,5,8,1547
"860",2016-04-27,"Aga Scheepsbouw",TRUE,15,"RVS 10mm",5,2016-04-29,9,8,255
"861",2016-04-23,"Dai Compressors",TRUE,27,"RVS 10mm",10,2016-04-30,6,3,243
"862",2016-04-23,"Larson Automotive Engineering",TRUE,67,"Staal 7mm",10,2016-04-30,6,10,1072
"863",2016-04-23,"Borculo Maritieme Techniek",TRUE,55,"RVS 7mm",10,2016-04-30,2,1,165
"864",2016-04-23,"FTME",TRUE,91,"RVS 7mm",10,2016-04-30,3,3,546
"865",2016-04-23,"Special Scaffoldings",TRUE,201,"Staal 7mm",10,2016-04-30,1,5,1206
"866",2016-04-28,"Krom BV",TRUE,117,"RVS 10mm",5,2016-04-30,1,4,585
"867",2016-04-28,"Kulong Machinery",TRUE,97,"RVS 10mm",5,2016-04-30,6,9,1455
"868",2016-04-28,"King Truck Parts",TRUE,252,"RVS 7mm",5,2016-04-30,9,5,3528
"869",2016-04-28,"Waalwijk Machinebouw",TRUE,49,"Staal 7mm",5,2016-04-30,9,5,686
"870",2016-04-04,"FTME",TRUE,200,"Staal 7mm",30,2016-05-01,9,3,2400
"871",2016-04-24,"Waalwijk Machinebouw",TRUE,26,"RVS 10mm",10,2016-05-01,7,10,442
"872",2016-04-24,"Uniebouw Isolatietechnologie",TRUE,106,"Staal 7mm",10,2016-05-01,10,10,2120
"873",2016-04-24,"Metaalbouw Veluwe",TRUE,192,"RVS 10mm",10,2016-05-01,10,4,2688
"874",2016-04-24,"Kopa Products",TRUE,166,"RVS 10mm",10,2016-05-01,4,3,1162
"875",2016-04-29,"Kopa Products",TRUE,21,"Staal 7mm",5,2016-05-01,5,5,210
"876",2016-04-29,"DTMetal",TRUE,115,"RVS 10mm",5,2016-05-01,9,3,1380
"877",2016-04-29,"Maja Metal Art",TRUE,112,"RVS 10mm",5,2016-05-01,8,6,1568
"878",2016-04-29,"Metaalbouw Veluwe",TRUE,27,"RVS 10mm",5,2016-05-01,5,1,162
"879",2016-04-29,"FTME",TRUE,192,"Staal 7mm",5,2016-05-01,8,10,3456
"880",2016-04-25,"Hattink Spare Parts",TRUE,147,"RVS 10mm",10,2016-05-02,9,3,1764
"881",2016-04-30,"Metaal Combinatie Kanfort",TRUE,125,"RVS 7mm",5,2016-05-02,1,7,1000
"882",2016-04-30,"Proto Steel",TRUE,134,"RVS 10mm",5,2016-05-02,6,2,1072
"883",2016-04-30,"Pol Opleggers",TRUE,19,"RVS 10mm",5,2016-05-02,3,5,152
"884",2016-04-30,"Waalwijk Machinebouw",TRUE,50,"RVS 10mm",5,2016-05-02,8,6,700
"885",2016-04-30,"Kimble Building Site Logistics",TRUE,133,"RVS 10mm",5,2016-05-02,1,9,1330
"886",2016-04-26,"Wimmers Bouwketen",TRUE,169,"RVS 10mm",10,2016-05-03,9,7,2704
"887",2016-04-26,"Noach Jachtbouw",TRUE,59,"RVS 7mm",10,2016-05-03,8,8,944
"888",2016-04-26,"BASKO",TRUE,151,"RVS 10mm",10,2016-05-03,6,3,1359
"889",2016-05-01,"Borderwijk Industrial Processing",TRUE,13,"Staal 7mm",5,2016-05-03,7,7,182
"890",2016-04-27,"KSW",TRUE,72,"Staal 7mm",10,2016-05-04,8,6,1008
"891",2016-05-02,"Larson Automotive Engineering",TRUE,169,"Staal 7mm",5,2016-05-04,4,3,1183
"892",2016-05-02,"BASKO",TRUE,153,"Staal 7mm",5,2016-05-04,7,10,2601
"893",2016-05-02,"Kimble Building Site Logistics",TRUE,191,"RVS 10mm",5,2016-05-04,6,7,2483
"894",2016-05-02,"Mink Industrial Metal Ware",TRUE,56,"RVS 10mm",5,2016-05-04,9,8,952
"895",2016-05-02,"KSW",TRUE,137,"RVS 10mm",5,2016-05-04,9,2,1507
"896",2016-05-02,"Borderwijk Industrial Processing",TRUE,114,"RVS 10mm",5,2016-05-04,4,9,1482
"897",2016-05-02,"Aga Scheepsbouw",TRUE,18,"RVS 10mm",5,2016-05-04,6,4,180
"898",2016-05-02,"Dutch Robot Builders",TRUE,75,"Staal 7mm",5,2016-05-04,4,4,600
"899",2016-04-08,"Dai Compressors",TRUE,70,"RVS 10mm",30,2016-05-05,8,7,1050
"900",2016-04-28,"KSW",TRUE,65,"Staal 7mm",10,2016-05-05,2,7,585
"901",2016-05-03,"SODIA",TRUE,67,"RVS 10mm",5,2016-05-05,4,8,804
"902",2016-05-03,"Borculo Maritieme Techniek",TRUE,27,"Staal 7mm",5,2016-05-05,3,1,108
"903",2016-04-29,"Karel Nieuwdam",TRUE,128,"Staal 7mm",10,2016-05-06,10,10,2560
